url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://actualidad.rt.com/actualidad/376224-nuevos-estudios-vacuna-astrazeneca-efectividad,https://actualidad.rt.com/actualidad/376224-nuevos-estudios-vacuna-astrazeneca-efectividad/amp,Nuevos estudios de la vacuna contra el covid - 19 de AstraZeneca sugieren que es segura y muestra un 70 % de efectividad,20201208T171500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fcfadc359bf5b75ac40e03a.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376446-efectividad-vacuna-rusa-sputnik-aumenta-segunda-dosis,https://actualidad.rt.com/actualidad/376446-efectividad-vacuna-rusa-sputnik-aumenta-segunda-dosis/amp,"La efectividad de la vacuna rusa Sputnik V aumenta a un 96 , 2 % tras la segunda dosis",20201210T114500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fd20788e9ff716a2c62c22d.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376613-vektor-producir-diez-mil-dosis-semanales,https://actualidad.rt.com/actualidad/376613-vektor-producir-diez-mil-dosis-semanales/amp,El centro ruso Véktor planea preparar 10 . 000 dosis de su vacuna contra el covid - 19 cada semana hasta el año nuevo,20201211T134500Z,https://cdni.rt.com/actualidad/public_images/static.es/article/rt-ultimo4.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376586-vacuna-covid19-sanofi-retrasarse-respuesta-insuficiente,https://actualidad.rt.com/actualidad/376586-vacuna-covid19-sanofi-retrasarse-respuesta-insuficiente/amp,La vacuna contra el covid - 19 de Sanofi y GSK se retrasa hasta finales del 2021 debido a una  respuesta insuficiente  ,20201211T164500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fd3754d59bf5b439028638d.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376891-trump-felicita-mundo-primera-vacuna-administrada-eeuu,https://actualidad.rt.com/actualidad/376891-trump-felicita-mundo-primera-vacuna-administrada-eeuu/amp,Trump felicita al mundo por la administración de la primera vacuna contra el coronavirus en EE . UU . ,20201214T154500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fd78142e9ff7130dc431ebd.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376192-vacuna-rusa-yogur-respuesta-inmune-animales,https://actualidad.rt.com/actualidad/376192-vacuna-rusa-yogur-respuesta-inmune-animales/amp,Rusia desarrolla un  yogur  contra el coronavirus que crea anticuerpos,20201208T193000Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fcf8a04e9ff71158317a2fe.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/375743-uber-conductores-repartidores-trabajadores-esenciales-vacuna-covid-19,https://actualidad.rt.com/actualidad/375743-uber-conductores-repartidores-trabajadores-esenciales-vacuna-covid-19/amp,Uber pide que sus conductores y repartidores sean considerados trabajadores esenciales para que reciban más rápido la vacuna contra el covid - 19,20201204T074500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fc9bfb0e9ff7122e04c4947.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376200-rusia-dispuesta-producir-sputnik-ucrania,https://actualidad.rt.com/actualidad/376200-rusia-dispuesta-producir-sputnik-ucrania/amp,Los creadores de la vacuna rusa Sputnik V contra el covid - 19 se muestran dispuestos a producirla en Ucrania,20201208T143000Z,,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376357-canada-aprobar-uso-vacuna-pfizer-covid19,https://actualidad.rt.com/actualidad/376357-canada-aprobar-uso-vacuna-pfizer-covid19/amp,Canadá aprueba el uso de la vacuna de Pfizer y BioNTech contra el covid - 19,20201209T170000Z,https://cdni.rt.com/actualidad/public_images/2020.12/original/5fd0fd6659bf5b569619c228.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376300-rusia-proporciona-oms-vacuna-epivaccorona,https://actualidad.rt.com/actualidad/376300-rusia-proporciona-oms-vacuna-epivaccorona/amp,"Rusia proporciona a la OMS documentos sobre EpiVacCorona , su segunda vacuna contra el coronavirus",20201209T091500Z,,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376883-91-eficacia-vacuna-rusa-covid-sputnik-100-casos-graves,https://actualidad.rt.com/actualidad/376883-91-eficacia-vacuna-rusa-covid-sputnik-100-casos-graves/amp,"Confirman un 91 , 4 % de eficacia de la vacuna rusa contra el covid - 19 Sputnik V y un 100 % en los casos graves de la enfermedad",20201214T143000Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fd76ff6e9ff7133ce18f040.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/377333-trump-anunciar-aprobacion-vacuna-covid-moderna-distribucion-inmediata,https://actualidad.rt.com/actualidad/377333-trump-anunciar-aprobacion-vacuna-covid-moderna-distribucion-inmediata/amp,Trump anuncia la aprobación de la vacuna de Moderna contra el covid - 19 y su distribución inmediata,20201218T131500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fdca740e9ff71275b395b9e.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376595-voluntarios-recibieron-segunda-vacuna-rusa-sienten-bien,https://actualidad.rt.com/actualidad/376595-voluntarios-recibieron-segunda-vacuna-rusa-sienten-bien/amp,Revelan cómo se sienten los voluntarios que recibieron la segunda vacuna rusa contra el covid - 19 EpiVacCorona,20201211T120000Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fd35ac559bf5b43a952e27c.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376888-enfermera-cuidados-intensivos-primera-recibir-pfizer,https://actualidad.rt.com/actualidad/376888-enfermera-cuidados-intensivos-primera-recibir-pfizer/amp,Una enfermera de cuidados intensivos de Nueva York es la primera persona en recibir la vacuna de Pfizer contra el covid - 19 en EE . UU . ( VIDEO ) ,20201214T154500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fd77e4de9ff7131a0098980.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/377489-eeuu-investigar-5-casos-reacciones-alergicas-vacuna-pfizer,https://actualidad.rt.com/actualidad/377489-eeuu-investigar-5-casos-reacciones-alergicas-vacuna-pfizer/amp,Agencia sanitaria de EE . UU . investiga 5 casos de reacciones alérgicas tras la administración de la vacuna de Pfizer contra el covid - 19,20201220T000000Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fde7de0e9ff713629754fe5.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376536-panel-fda-recomienda-aprobar-vacuna-pfizer-covid-eeuu,https://actualidad.rt.com/actualidad/376536-panel-fda-recomienda-aprobar-vacuna-pfizer-covid-eeuu/amp,El panel asesor de la FDA recomienda aprobar en EE . UU . la vacuna de Pfizer contra el covid - 19,20201210T231500Z,https://cdni.rt.com/actualidad/public_images/static.es/article/rt-ultimo4.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/377598-vacuna-astrazeneca-gamaleya,https://actualidad.rt.com/actualidad/377598-vacuna-astrazeneca-gamaleya/amp,Arrancan las pruebas de la nueva vacuna conjunta de AstraZeneca y el centro ruso Gamaleya,20201221T103000Z,https://cdni.rt.com/actualidad/public_images/static.es/article/rt-ultimo4.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376683-agencia-sanitaria-mexico-autorizar-vacuna-pfizer,https://actualidad.rt.com/actualidad/376683-agencia-sanitaria-mexico-autorizar-vacuna-pfizer/amp,La agencia sanitaria de México autoriza la aplicación de la vacuna de Pfizer contra el covid - 19,20201212T021500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fd41ba0e9ff71470d7cd339.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/377236-director-centro-gamaleya-vacuna-light,https://actualidad.rt.com/actualidad/377236-director-centro-gamaleya-vacuna-light/amp,"Director del Centro Gamaleya :  La  vacuna light  contra el covid - 19 no será efectiva por mucho tiempo , pero permitirá prevenir casos fatales graves  ",20201217T154500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fdb739759bf5b03e91fffa9.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376735-peru-paralizar-vacuna-covid19-evento-adverso,https://actualidad.rt.com/actualidad/376735-peru-paralizar-vacuna-covid19-evento-adverso/amp,Perú paraliza de manera temporal los ensayos de la vacuna contra el covid - 19 de Sinopharm por un  evento adverso serio  ,20201212T201500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fd505a2e9ff715b9c07fff4.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/375630-bolsonaro-responsabilidad-efectos-secundarios-vacunas,https://actualidad.rt.com/actualidad/375630-bolsonaro-responsabilidad-efectos-secundarios-vacunas/amp,  Quien tenga algún efecto secundario no me lo cargará : Bolsonaro advierte que no se hará responsable de la vacuna contra el covid - 19,20201203T133000Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fc8ca5c59bf5b0501023f3d.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376686-eeuu-autorizar-vacuna-pfizer-uso-emergencia,https://actualidad.rt.com/actualidad/376686-eeuu-autorizar-vacuna-pfizer-uso-emergencia/amp,La FDA autoriza la vacuna de Pfizer contra el covid - 19 para uso de emergencia en EE . UU . ,20201212T030000Z,https://cdni.rt.com/actualidad/public_images/static.es/article/rt-ultimo4.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/377366-vicepresidente-eeuu-mike-pence-vacuna,https://actualidad.rt.com/actualidad/377366-vicepresidente-eeuu-mike-pence-vacuna/amp,El vicepresidente de EE . UU . Mike Pence recibe públicamente la vacuna contra el coronavirus para demostrar que es  segura y efectiva  ,20201218T171500Z,https://cdni.rt.com/actualidad/public_images/2020.12/original/5fdcddad59bf5b041552e025.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/377154-ecuador-aprueba-uso-vacuna-pfizer-coronavirus,https://actualidad.rt.com/actualidad/377154-ecuador-aprueba-uso-vacuna-pfizer-coronavirus/amp,Ecuador da luz verde para el uso de la vacuna de Pfizer y BioNTech contra el coronavirus,20201216T213000Z,https://cdni.rt.com/actualidad/public_images/2020.12/original/5fda6e5f59bf5b7caa59969e.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/377058-panama-aprobar-vacuna-pfizer-covid,https://actualidad.rt.com/actualidad/377058-panama-aprobar-vacuna-pfizer-covid/amp,Panamá autoriza la aplicación de la vacuna de Pfizer contra el covid - 19,20201216T014500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fd9632859bf5b4ef1755323.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376453-arabia-saudita-registro-vacuna-covid19-pfizer,https://actualidad.rt.com/actualidad/376453-arabia-saudita-registro-vacuna-covid19-pfizer/amp,Arabia Saudita aprueba el registro de la vacuna contra el covid - 19 de Pfizer y BioNTech,20201210T131500Z,,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376771-crece-escepticismo-vacuna-covid-comentarios-bolsonaro,https://actualidad.rt.com/actualidad/376771-crece-escepticismo-vacuna-covid-comentarios-bolsonaro/amp,Crece el escepticismo por la vacuna contra el covid - 19 en Brasil tras los comentarios de Bolsonaro,20201213T064500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fd5937459bf5b151007ed64.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376787-vacuna-astrazeneca-eficacia-puede-aumentar-combinacion,https://actualidad.rt.com/actualidad/376787-vacuna-astrazeneca-eficacia-puede-aumentar-combinacion/amp,"Los desarrolladores de la vacuna de AstraZeneca aseguran que su eficacia puede aumentar en combinación con otras , incluida Sputnik V",20201213T103000Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fd5e9ea59bf5b55cf191ad9.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376015-moncef-slaoui-volver-normalidad-covid19,https://actualidad.rt.com/actualidad/376015-moncef-slaoui-volver-normalidad-covid19/amp,Un responsable de las vacunas contra el covid - 19 en EE . UU . prevé cuándo volverá la normalidad,20201207T021500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fcd888059bf5b49e0175215.JPG,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376308-vacuna-rusa-sputnik-consumo-alcohol,https://actualidad.rt.com/actualidad/376308-vacuna-rusa-sputnik-consumo-alcohol/amp,Los creadores de la vacuna rusa Sputnik V recomiendan no tomar alcohol durante tres días después de cada inyección,20201209T111500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fd091ce59bf5b20b65023e7.jpg,actualidad.rt.com,Spanish,Russia
https://actualidad.rt.com/actualidad/376139-modernos-niro-pacino-cuomo-fauci-vacunacion,https://actualidad.rt.com/actualidad/376139-modernos-niro-pacino-cuomo-fauci-vacunacion/amp,  Podríamos ser los modernos De Niro y Pacino : Andrew Cuomo pide a Anthony Fauci que se una a la promoción de la vacunación,20201208T044500Z,https://cdni.rt.com/actualidad/public_images/2020.12/article/5fcec6f359bf5b720c51a231.JPG,actualidad.rt.com,Spanish,Russia
